course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
instant harmonica  play the old popeye spinach song now !,Pago,20,22,0,10,beginner level,0.6,2015-10-19T00:15:00Z,musical instruments
piano with willie: jazz kids  vol 2,Pago,40,17,0,38,beginner level,3.0,2016-04-13T05:57:35Z,musical instruments
practice guitar with no previous experience and become a pro,Pago,30,26,0,14,beginner level,1.0,2017-01-13T17:26:06Z,musical instruments
the music coach online spirit drum course,Pago,95,2,0,86,beginner level,5.5,2017-05-04T16:44:06Z,musical instruments
make electronic music with the ipad,Pago,20,13,0,69,beginner level,1.5,2016-04-01T06:53:55Z,musical instruments
learn loreena mckennitt songsquicklessons piano course,Pago,20,1,0,6,all levels,0.5666666666666667,2017-05-29T03:40:21Z,musical instruments
guitar 201: breakthroughs,Pago,20,14,1,49,beginner level,2.5,2016-01-22T20:11:29Z,musical instruments
major scales and modes for chromatic harmonica,Pago,20,6,1,14,all levels,1.5,2017-04-10T16:57:05Z,musical instruments
play guitar with rhythm  5 easy lessons,Pago,20,31,0,10,beginner level,1.0,2013-12-12T23:29:50Z,musical instruments
coaching bundle: guitar for music educators: part 1,Pago,135,1,1,5,all levels,0.5,2016-09-01T23:22:14Z,musical instruments
coaching bundle: guitar for music educators: part 2,Pago,135,1,1,6,all levels,0.5,2016-09-02T15:11:55Z,musical instruments
ukulele 3:  intermediate,Pago,25,1,0,11,intermediate level,0.65,2017-05-24T23:03:44Z,musical instruments
"beginners guitar course  'try it and love it method""",Pago,25,0,0,16,beginner level,2.0,2016-10-31T18:10:06Z,musical instruments
coaching course: rhythm instruction for music educators p1,Pago,130,0,0,6,all levels,0.5333333333333333,2017-03-10T16:55:04Z,musical instruments
learn pirates of the caribbean by ear on the piano,Pago,20,0,0,6,all levels,0.5333333333333333,2017-05-22T17:14:43Z,musical instruments
coaching course: rhythm instruction for music educators p2,Pago,125,0,0,7,all levels,0.6333333333333333,2017-03-10T17:06:46Z,musical instruments
4 week rhythm mastery,Pago,20,0,0,28,beginner level,2.5,2017-07-05T16:07:44Z,musical instruments
tune that sour note on your piano,Pago,20,0,0,6,all levels,0.55,2017-06-20T21:46:40Z,musical instruments
learn vikings soundtracks on the piano by ear,Pago,20,0,0,8,all levels,0.5833333333333334,2017-06-29T15:10:58Z,musical instruments
learn to play piano like a pro  easy piano course 1,Pago,35,0,0,13,beginner level,0.5166666666666666,2017-05-30T00:19:02Z,musical instruments
abrsm grade iii piano class  handel sonatina in g 20172018,Pago,20,0,0,5,beginner level,0.5166666666666666,2017-07-06T16:12:34Z,musical instruments
instant harmonica  play 12 bar blues big walter style now!,Pago,40,31,2,14,all levels,1.0,2017-05-19T12:26:28Z,musical instruments
fingerpicking blues guitar lessons  bottleneck guitar,Pago,20,237,12,6,intermediate level,1.5,2013-10-08T07:43:00Z,musical instruments
spice up your playing with some easy flamenco techniques! ,Pago,40,120,11,47,intermediate level,0.7333333333333333,2015-11-06T16:49:43Z,musical instruments
beginners guide to playing guitar  stepbystep system,Pago,85,384,25,98,beginner level,10.5,2013-06-10T14:49:09Z,musical instruments
guitar kick start,No Pago,0,3160,47,22,beginner level,1.0,2015-03-19T21:16:32Z,musical instruments
instant harmonica – play beethoven’s ode to joy right now!,Pago,20,455,3,11,beginner level,1.0,2015-07-22T21:55:34Z,musical instruments
funk rhythm guitar techniques,Pago,35,82,6,7,all levels,1.5,2016-02-17T18:12:40Z,musical instruments
flamenco guitar,Pago,25,136,20,34,beginner level,4.0,2015-12-07T21:39:25Z,musical instruments
learn to play the bouzouki  greek bouzouki lessons,Pago,50,63,13,49,all levels,1.0,2015-03-19T18:39:23Z,musical instruments
guitar looper basic training,Pago,45,64,13,15,all levels,1.5,2016-02-29T17:06:36Z,musical instruments
piano with willie: jazz kids  vol 1,Pago,40,28,3,32,beginner level,4.5,2016-04-13T05:49:57Z,musical instruments
instant harmonica  play the drunken sailor sea shanty now! ,Pago,20,27,3,9,beginner level,0.6166666666666667,2015-10-18T22:42:50Z,musical instruments
learn to play sweet child of mine,Pago,20,0,0,23,intermediate level,1.5,2017-06-30T17:33:29Z,musical instruments
bluegrass guitar essentials: webisodes 1 & 2,No Pago,0,970,14,9,intermediate level,1.0,2016-03-20T19:36:03Z,musical instruments
learn monster godj,No Pago,0,991,29,12,beginner level,1.0,2015-07-29T17:49:53Z,musical instruments
what you can learn before piano lessons,No Pago,0,61,1,31,beginner level,1.5,2015-09-01T20:54:52Z,musical instruments
learn to play tabla  the indian drums,No Pago,0,1,0,20,beginner level,1.5,2017-07-04T21:04:11Z,musical instruments
gitarre spielen wie die profis,Pago,20,1981,28,38,beginner level,2.0,2016-03-21T17:32:24Z,musical instruments
curso de piano 101  tocando partituras y acordes ,Pago,170,245,26,93,all levels,4.5,2016-10-28T16:32:47Z,musical instruments
sintetizadores e síntese subtrativa,Pago,85,38,12,83,all levels,5.0,2017-05-02T18:05:23Z,musical instruments
spielend klavier lernen mit freude und erfolg,Pago,100,255,30,53,beginner level,4.0,2015-11-12T06:40:19Z,musical instruments
curso de ejercicios técnicos al piano vol2,Pago,50,62,1,22,all levels,1.0,2017-05-29T15:58:53Z,musical instruments
curso de ejercicios técnicos al piano vol1,Pago,60,186,9,24,all levels,1.5,2016-09-30T17:24:49Z,musical instruments
aprende escalas y arpegios vol2 : modo menor,Pago,50,62,1,49,all levels,2.5,2017-05-29T15:49:40Z,musical instruments
instant harmonica  play blowing in the wind + popeye theme!,Pago,40,13,1,24,all levels,1.5,2016-09-23T16:18:59Z,musical instruments
instant harmonica  play jazzy autumn leaves now (part one),Pago,20,25,1,10,beginner level,0.65,2015-10-19T18:40:45Z,musical instruments
trumpet lessons for beginners,Pago,95,17,3,35,beginner level,2.5,2016-04-06T20:04:46Z,musical instruments
guitar  rock  beginner/intermediate with marc seal,Pago,20,36,4,40,beginner level,1.5,2012-10-07T00:47:57Z,musical instruments
learn to play in the key of g on any bluegrass instrument,No Pago,0,349,3,36,all levels,2.5,2017-05-29T17:27:42Z,musical instruments
beginner guitar method,Pago,200,85,2,23,beginner level,4.0,2012-10-31T04:13:51Z,musical instruments
how to play dan fogelberg songs on guitar,Pago,25,24,1,49,intermediate level,4.5,2016-03-29T16:57:54Z,musical instruments
jews harp  advanced course,Pago,30,26,1,52,expert level,3.5,2017-03-30T18:45:06Z,musical instruments
instant harmonica  play jazzy autumn leaves now (part two),Pago,20,19,1,9,beginner level,0.5333333333333333,2015-10-19T20:13:21Z,musical instruments
jazz guitar reharmonization for autumn leaves,Pago,20,30,1,15,all levels,0.6166666666666667,2014-07-03T09:25:51Z,musical instruments
tenor saxophone lessons for beginners,Pago,95,45,5,43,beginner level,3.0,2016-04-04T18:44:36Z,musical instruments
mike g's beginner drum course: part 2,Pago,40,305,0,23,all levels,2.5,2016-03-10T06:33:48Z,musical instruments
instant harmonica  play summertime + drunken sailor now!,Pago,40,26,2,20,all levels,1.5,2016-07-24T15:55:44Z,musical instruments
add slide to your guitar playing,Pago,20,75,2,27,all levels,0.7333333333333333,2014-05-28T17:32:53Z,musical instruments
piano with willie: piano chords vol 2,Pago,40,32,2,11,intermediate level,1.5,2016-04-13T06:45:40Z,musical instruments
drum lessons for beginners,Pago,50,70,2,17,beginner level,1.5,2014-05-17T18:24:30Z,musical instruments
classical guitar fingerpicking: right hand arpeggios,Pago,195,200,11,19,all levels,2.0,2014-07-24T19:17:09Z,musical instruments
rapidly learn & master acoustic guitar classic fingerstyle,Pago,30,478,3,31,beginner level,0.7,2015-02-06T10:46:51Z,musical instruments
play tunes on harmonica and learn how to bend some notes,Pago,35,73,2,16,beginner level,2.0,2014-03-09T22:32:54Z,musical instruments
instant harmonica  play yesterday + scarborough fair today!,Pago,40,33,5,26,all levels,2.0,2016-08-26T19:51:47Z,musical instruments
violin lessons for beginners,Pago,20,59,6,15,beginner level,1.0,2015-11-25T21:56:34Z,musical instruments
oldtime banjo for the absolute beginner,Pago,25,192,21,17,beginner level,1.5,2014-03-12T15:55:49Z,musical instruments
learn guitar the easy way it's faster,Pago,25,57,2,16,beginner level,4.5,2013-11-14T17:47:35Z,musical instruments
learn oud 2,Pago,20,81,11,27,intermediate level,3.0,2015-09-10T19:39:22Z,musical instruments
the essentials of acoustic guitar strumming patterns,No Pago,0,2995,51,19,beginner level,1.0,2015-07-01T22:48:40Z,musical instruments
acoustic guitar after the basics,Pago,45,181,17,25,intermediate level,2.5,2014-11-20T09:38:59Z,musical instruments
bossa nova  guitar for beginners,Pago,20,589,6,8,beginner level,1.0,2016-04-19T15:46:43Z,musical instruments
piano with willie: piano chords vol 1,Pago,40,48,4,14,beginner level,2.0,2016-04-13T06:42:25Z,musical instruments
instant harmonica  play summertime in 8 fun & easy lessons,Pago,40,81,7,11,beginner level,1.0,2015-08-19T19:29:18Z,musical instruments
learn to play the tuba: beginner to pro in under five hours!,Pago,50,225,19,106,all levels,6.0,2015-04-15T18:02:45Z,musical instruments
play autumn leaves' falling notes on piano with no reading!,Pago,30,438,10,12,intermediate level,0.5666666666666667,2014-04-29T01:19:05Z,musical instruments
learn basics of south indian carnatic flute  level 2,Pago,180,152,21,91,beginner level,4.5,2016-03-03T21:20:36Z,musical instruments
a year's worth of piano lessons in one weekend,Pago,20,244,25,33,beginner level,6.0,2014-04-30T19:16:10Z,musical instruments
bones of the blues  learn 4 cool tunes to expert level now!,Pago,200,248,9,21,all levels,2.0,2015-03-09T21:31:38Z,musical instruments
guitar #1: beginner basics and beyond,Pago,20,111,12,64,beginner level,3.0,2017-03-01T05:07:08Z,musical instruments
pure modal magic: the complete guitar modes solution,Pago,50,52,3,18,all levels,2.0,2017-02-14T03:09:24Z,musical instruments
aprende diferentes ritmos con la guitarra rítmica,Pago,20,10,1,12,all levels,1.0,2014-05-07T21:32:43Z,musical instruments
aprender a tocar la batería sin salir de casa,Pago,50,10,0,23,all levels,4.0,2014-05-09T21:09:19Z,musical instruments
aprende a tocar el bajo eléctrico ,Pago,50,9,0,33,all levels,3.5,2014-05-16T17:29:37Z,musical instruments
aprende todos los secretos de la salsa para piano,Pago,50,7,0,17,all levels,3.0,2014-05-09T19:50:45Z,musical instruments
aprende a tocar ritmos latinos en el teclado,Pago,50,7,0,31,all levels,3.5,2014-05-09T20:01:06Z,musical instruments
ukulele lernen für papas mit aram sam sam,Pago,55,1,0,37,beginner level,0.7,2017-05-17T20:23:46Z,musical instruments
aprende a tocar la trompeta,Pago,50,6,2,30,all levels,3.0,2014-05-19T16:44:04Z,musical instruments
curso de guitarra para principiantes,Pago,20,4,0,7,beginner level,1.0,2015-06-11T15:55:19Z,musical instruments
aprende a tocar jazz y ritmos latinos en la guitarra,Pago,50,6,0,17,all levels,3.0,2014-05-07T22:15:04Z,musical instruments
こどもギターレッスン　リトルギタリストⅲ（完結編）,Pago,20,3,0,36,beginner level,1.0,2016-10-03T16:42:12Z,musical instruments
aprende a tocar la flauta dulce de forma sencilla y gradual,Pago,50,5,0,23,all levels,3.0,2014-05-19T16:49:04Z,musical instruments
aprende a tocar jazz salsa y blues en el piano,Pago,20,5,0,23,all levels,3.0,2014-05-19T15:55:12Z,musical instruments
learn web designing & html5/css3 essentials in 4hours,Pago,75,43285,525,24,all levels,4.0,2013-01-03T00:55:31Z,web development
learning dynamic website design  php mysql and javascript,Pago,50,47886,285,125,all levels,12.5,2012-06-18T16:52:34Z,web development
chatbots: messenger chatbot with apiai and nodejs,Pago,50,2577,529,64,all levels,4.5,2016-06-30T16:57:08Z,web development
projects in html5,Pago,60,8777,206,75,intermediate level,15.5,2014-06-17T05:43:50Z,web development
programming foundations: html5 + css3 for entrepreneurs 2015,Pago,20,23764,490,58,beginner level,5.5,2015-10-17T04:52:25Z,web development
how to make a wordpress website 2017 | divi theme tutorial,Pago,40,3541,202,37,beginner level,4.0,2017-01-26T22:15:02Z,web development
build your own backend rest api using django rest framework,Pago,50,2669,112,72,intermediate level,5.5,2017-04-27T19:21:11Z,web development
angular and firebase  build a web app with typescript,Pago,150,1966,359,65,all levels,5.0,2016-09-27T21:46:03Z,web development
web development masterclass  complete certificate course,Pago,200,4090,178,348,all levels,19.5,2016-10-12T03:14:13Z,web development
spring boot tutorial for beginners,Pago,40,2578,210,39,beginner level,5.5,2017-01-23T15:13:53Z,web development
the complete bootstrap masterclass course  build 4 projects,Pago,195,24978,540,67,all levels,7.0,2015-10-27T20:27:11Z,web development
scaling docker on aws,Pago,25,3133,351,63,all levels,6.0,2016-03-28T17:51:04Z,web development
learn javascript for beginners,Pago,200,15276,167,19,beginner level,1.5,2017-03-16T20:57:12Z,web development
html tutorial: html & css for beginners,Pago,20,12458,253,82,all levels,4.0,2011-09-09T15:28:59Z,web development
learn by doing: vue js 20 the right way,Pago,95,1087,220,32,intermediate level,3.5,2016-11-07T17:53:40Z,web development
learn complete web development from scratch,Pago,40,14074,106,46,all levels,12.0,2013-10-23T09:23:00Z,web development
introduction to web development: html,Pago,20,26800,333,55,beginner level,3.0,2014-02-13T20:39:33Z,web development
web site for beginners  learn web building like knitting,Pago,20,9425,147,14,beginner level,1.5,2016-08-10T00:40:59Z,web development
how to make a wordpress website 2017  divi theme tutorial,Pago,40,2780,94,29,beginner level,3.0,2017-01-26T17:16:27Z,web development
web programming with python,Pago,50,35267,217,53,all levels,4.0,2012-04-25T00:01:43Z,web development
php login and registration system  email confirm activation,Pago,100,2607,317,49,all levels,5.0,2015-11-26T23:56:12Z,web development
psd to responsive html5: beginner to advanced,Pago,40,1502,218,49,all levels,6.0,2016-10-03T21:11:56Z,web development
ultimate web developer course build 10 websites from scratch,Pago,200,9359,110,402,beginner level,32.5,2016-10-10T15:09:14Z,web development
rapid website design with bootstrap,Pago,200,14842,131,17,beginner level,1.0,2016-12-02T00:45:36Z,web development
build enterprise applications with angular 2 (and angular 4),Pago,190,6082,848,135,intermediate level,9.5,2016-11-22T14:55:35Z,web development
angular 4 (2+) crash course for beginners,Pago,120,12366,506,120,beginner level,9.0,2017-06-23T00:35:49Z,web development
accelerated javascript training,Pago,110,4720,1017,126,all levels,7.5,2016-07-12T18:23:35Z,web development
beginner api development in node express es6 & mongodb,Pago,165,7057,655,65,beginner level,18.5,2016-11-12T18:53:51Z,web development
react js and redux  mastering web apps,Pago,60,16829,820,77,all levels,5.0,2017-01-19T04:58:10Z,web development
web development w/ google’s go (golang) programming language,Pago,65,4872,662,171,intermediate level,19.0,2017-01-17T22:30:33Z,web development
git a web developer job: mastering the modern workflow,Pago,200,5809,1445,61,beginner level,15.0,2016-08-28T17:54:07Z,web development
the complete wordpress website business course,Pago,150,13439,1981,89,all levels,20.5,2016-11-01T23:50:51Z,web development
the complete html and css course for beginners,Pago,85,733,104,50,all levels,3.0,2017-06-20T16:05:46Z,web development
learn  bootstrap development by building 10 projects,Pago,60,14813,1358,74,all levels,13.5,2015-02-23T12:04:53Z,web development
advanced javascript,Pago,200,6601,1304,26,intermediate level,3.5,2015-11-21T06:56:33Z,web development
dissecting ruby on rails 5  become a professional developer,Pago,195,2804,418,212,all levels,37.5,2017-02-07T00:40:33Z,web development
the complete wordpress course  build your own website today,Pago,195,9421,73,36,all levels,3.5,2015-08-25T00:03:06Z,web development
